date,AQI_index,AQI_rank,PM2.5,PM10,SO2,NO2,CO,O3
"
                                        2014-01-16","114
                                       ",52,86,127,33,71,1.09,26
"
                                        2014-01-17","161
                                       ",86,122,169,34,83,1.31,23
"
                                        2014-01-18","267
                                       ",152,216,248,49,58,1.45,39
"
                                        2014-01-19","254
                                       ",143,204,248,35,69,1.62,29
"
                                        2014-01-20","156
                                       ",122,101,192,31,58,1.10,32
"
                                        2014-01-21","88
                                       ",94,45,125,36,49,0.78,28
"
                                        2014-01-22","85
                                       ",48,62,98,35,60,0.91,24
"
                                        2014-01-24","73
                                       ",36,50,78,16,57,0.79,34
"
                                        2014-01-25","176
                                       ",134,141,179,33,59,1.31,41
"
                                        2014-01-26","88
                                       ",98,60,70,20,27,0.67,53
"
                                        2014-01-27","50
                                       ",26,32,55,14,37,0.58,34
"
                                        2014-01-28","119
                                       ",120,89,111,25,56,1.26,23
"
                                        2014-01-29","109
                                       ",110,82,91,16,41,0.87,28
"
                                        2014-01-30","205
                                       ",119,161,200,15,44,1.52,38
"
                                        2014-01-31","242
                                       ",120,192,227,12,33,1.29,39
"
                                        2014-02-01","94
                                       ",72,70,84,11,31,0.75,57
"
                                        2014-02-02","243
                                       ",145,197,234,11,42,1.81,19
"
                                        2014-02-03","87
                                       ",113,57,81,9,21,1.10,31
"
                                        2014-02-04","42
                                       ",33,20,42,12,12,0.42,58
"
                                        2014-02-05","39
                                       ",57,24,37,13,18,0.53,47
"
                                        2014-02-06","34
                                       ",49,23,28,9,28,0.72,20
"
                                        2014-02-07","18
                                       ",4,11,13,9,24,0.78,35
"
                                        2014-02-08","71
                                       ",99,52,54,17,22,0.95,41
"
                                        2014-02-09","80
                                       ",141,59,61,20,26,1.07,40
"
                                        2014-02-10","43
                                       ",54,30,37,18,20,0.72,44
"
                                        2014-02-11","68
                                       ",69,49,55,17,23,0.66,46
"
                                        2014-02-12","85
                                       ",72,62,70,24,49,1.00,22
"
                                        2014-02-13","63
                                       ",50,45,47,18,41,1.01,34
"
                                        2014-02-14","84
                                       ",51,62,78,22,35,0.94,49
"
                                        2014-02-15","118
                                       ",77,89,102,23,46,0.97,45
"
                                        2014-02-16","64
                                       ",51,46,50,28,55,0.73,18
"
                                        2014-02-17","30
                                       ",2,19,22,11,46,0.93,11
"
                                        2014-02-18","25
                                       ",9,15,16,9,42,0.73,32
"
                                        2014-02-19","66
                                       ",59,48,51,11,31,0.75,36
"
                                        2014-02-20","65
                                       ",47,46,55,12,38,0.81,30
"
                                        2014-02-21","161
                                       ",124,122,147,44,54,0.93,71
"
                                        2014-02-22","145
                                       ",105,109,127,28,63,0.93,39
"
                                        2014-02-23","90
                                       ",48,67,81,24,47,0.66,47
"
                                        2014-02-24","131
                                       ",75,98,107,29,59,0.89,32
"
                                        2014-02-25","44
                                       ",18,30,34,13,57,0.76,17
"
                                        2014-02-26","57
                                       ",22,40,52,18,50,0.92,18
"
                                        2014-02-27","123
                                       ",152,93,120,38,71,1.28,14
"
                                        2014-02-28","101
                                       ",161,76,81,20,44,0.82,46
"
                                        2014-03-01","46
                                       ",31,33,39,16,50,0.84,24
"
                                        2014-03-02","104
                                       ",121,78,116,40,54,1.13,38
"
                                        2014-03-03","64
                                       ",53,40,70,24,35,0.67,61
"
                                        2014-03-04","71
                                       ",81,51,68,23,51,0.70,27
"
                                        2014-03-05","95
                                       ",143,69,95,29,43,0.84,46
"
                                        2014-03-06","48
                                       ",40,29,46,20,36,0.51,49
"
                                        2014-03-07","55
                                       ",65,33,57,22,47,0.68,37
"
                                        2014-03-08","53
                                       ",43,38,41,21,42,0.64,45
"
                                        2014-03-09","71
                                       ",72,51,71,19,46,0.81,32
"
                                        2014-03-10","121
                                       ",124,90,133,26,53,0.96,49
"
                                        2014-03-11","116
                                       ",113,87,124,29,54,0.92,55
"
                                        2014-03-12","54
                                       ",29,37,52,14,49,0.87,21
"
                                        2014-03-13","71
                                       ",81,47,77,15,34,0.60,48
"
                                        2014-03-14","69
                                       ",25,45,87,18,50,0.67,41
"
                                        2014-03-15","88
                                       ",53,62,119,28,65,0.78,46
"
                                        2014-03-16","94
                                       ",68,69,128,29,66,0.85,52
"
                                        2014-03-17","79
                                       ",27,55,101,19,54,0.90,45
"
                                        2014-03-18","107
                                       ",76,80,129,20,50,1.00,73
"
                                        2014-03-19","140
                                       ",159,106,152,15,46,0.94,43
"
                                        2014-03-20","76
                                       ",88,54,92,20,44,0.77,46
"
                                        2014-03-21","75
                                       ",102,48,97,23,56,0.74,47
"
                                        2014-03-22","79
                                       ",78,53,100,29,61,0.68,51
"
                                        2014-03-23","93
                                       ",97,64,126,32,67,0.79,46
"
                                        2014-03-25","75
                                       ",38,52,92,15,63,1.01,27
"
                                        2014-03-26","100
                                       ",79,74,114,20,46,1.06,64
"
                                        2014-03-27","120
                                       ",107,89,129,24,55,0.98,68
"
                                        2014-03-28","59
                                       ",37,40,66,13,51,0.86,35
"
                                        2014-03-29","48
                                       ",21,30,46,9,45,0.85,25
"
                                        2014-03-30","126
                                       ",151,95,148,20,37,0.98,75
"
                                        2014-03-31","124
                                       ",159,94,121,26,39,0.90,78
"
                                        2014-04-01","96
                                       ",118,71,101,22,48,0.70,43
"
                                        2014-04-02","94
                                       ",118,70,107,20,50,0.68,47
"
                                        2014-04-03","78
                                       ",101,57,83,18,51,0.63,43
"
                                        2014-04-04","75
                                       ",68,43,96,21,52,0.59,67
"
                                        2014-04-05","97
                                       ",138,64,142,23,61,0.84,63
"
                                        2014-04-06","56
                                       ",25,23,61,16,35,0.44,63
"
                                        2014-04-07","82
                                       ",91,59,87,22,50,0.73,43
"
                                        2014-04-08","130
                                       ",132,97,138,17,60,1.08,37
"
                                        2014-04-09","124
                                       ",127,93,138,23,59,0.88,64
"
                                        2014-04-10","117
                                       ",134,85,134,28,66,0.86,82
"
                                        2014-04-11","115
                                       ",158,87,140,26,71,0.83,60
"
                                        2014-04-12","99
                                       ",133,74,106,10,56,1.04,22
"
                                        2014-04-13","48
                                       ",25,34,32,6,27,0.72,55
"
                                        2014-04-14","75
                                       ",59,47,83,18,32,0.56,112
"
                                        2014-04-15","96
                                       ",114,65,114,45,60,0.67,72
"
                                        2014-04-16","84
                                       ",124,60,97,23,61,0.74,43
"
                                        2014-04-17","141
                                       ",165,107,157,33,71,1.24,27
"
                                        2014-04-18","106
                                       ",150,79,106,32,54,1.16,34
"
                                        2014-04-19","58
                                       ",81,41,54,8,38,0.59,47
"
                                        2014-04-20","66
                                       ",84,47,68,13,40,0.64,48
"
                                        2014-04-21","55
                                       ",45,39,50,20,42,0.59,50
"
                                        2014-04-22","59
                                       ",50,42,58,10,40,0.69,68
"
                                        2014-04-23","81
                                       ",75,56,96,20,57,0.78,51
"
                                        2014-04-24","80
                                       ",88,57,104,38,60,0.79,49
"
                                        2014-04-25","55
                                       ",41,35,58,25,49,0.70,35
"
                                        2014-04-26","70
                                       ",115,49,87,32,62,0.90,13
"
                                        2014-04-27","38
                                       ",16,25,30,7,29,0.94,30
"
                                        2014-04-28","62
                                       ",68,41,67,11,29,0.62,63
"
                                        2014-04-29","76
                                       ",58,50,100,17,45,0.78,70
"
                                        2014-04-30","109
                                       ",136,78,148,31,65,0.85,69
"
                                        2014-05-01","104
                                       ",91,72,140,25,57,0.86,77
"
                                        2014-05-02","110
                                       ",143,58,166,18,44,0.76,74
"
                                        2014-05-03","96
                                       ",138,54,138,20,28,0.66,91
"
                                        2014-05-04","77
                                       ",121,54,98,11,57,0.85,37
"
                                        2014-05-05","70
                                       ",102,41,79,21,38,0.68,74
"
                                        2014-05-06","69
                                       ",69,41,84,40,51,0.61,71
"
                                        2014-05-07","73
                                       ",65,42,92,17,46,0.70,83
"
                                        2014-05-08","107
                                       ",131,73,142,23,47,0.96,108
"
                                        2014-05-09","111
                                       ",155,81,140,42,52,0.86,81
"
                                        2014-05-10","64
                                       ",119,42,71,31,46,0.70,42
"
                                        2014-05-11","48
                                       ",66,28,46,17,41,0.94,27
"
                                        2014-05-12","79
                                       ",111,52,89,21,43,0.98,79
"
                                        2014-05-13","90
                                       ",117,65,119,30,70,1.01,53
"
                                        2014-05-14","64
                                       ",64,43,71,8,52,1.15,47
"
                                        2014-05-15","105
                                       ",159,71,139,18,39,1.02,103
"
                                        2014-05-16","125
                                       ",162,94,186,29,68,1.08,97
"
                                        2014-05-17","101
                                       ",121,75,85,7,46,0.93,57
"
                                        2014-05-18","51
                                       ",35,35,46,6,34,0.60,54
"
                                        2014-05-19","99
                                       ",124,73,117,15,52,0.72,39
"
                                        2014-05-20","94
                                       ",95,67,110,14,43,0.82,79
"
                                        2014-05-21","150
                                       ",159,111,192,29,64,1.08,103
"
                                        2014-05-22","81
                                       ",70,50,79,11,36,0.67,78
"
                                        2014-05-23","50
                                       ",42,20,45,19,31,0.48,73
"
                                        2014-05-24","51
                                       ",61,22,55,18,31,0.57,66
"
                                        2014-05-25","70
                                       ",74,47,79,9,40,0.90,37
"
                                        2014-05-26","102
                                       ",102,60,145,12,47,0.94,72
"
                                        2014-05-27","118
                                       ",110,77,185,14,44,0.87,84
"
                                        2014-05-28","140
                                       ",161,89,227,18,46,0.81,114
"
                                        2014-05-29","138
                                       ",144,98,217,18,58,0.96,81
"
                                        2014-05-30","88
                                       ",76,51,117,13,39,0.69,78
"
                                        2014-05-31","51
                                       ",38,26,50,16,33,0.69,64
"
                                        2014-06-01","49
                                       ",49,26,53,6,42,0.85,30
"
                                        2014-06-02","56
                                       ",71,36,50,3,20,0.73,83
"
                                        2014-06-03","62
                                       ",87,42,63,7,21,0.69,93
"
                                        2014-06-04","85
                                       ",124,61,101,13,35,0.82,98
"
                                        2014-06-05","122
                                       ",170,84,136,18,45,0.95,116
"
                                        2014-06-06","121
                                       ",147,76,123,20,44,0.86,116
"
                                        2014-06-07","129
                                       ",173,89,149,17,43,1.00,119
"
                                        2014-06-08","95
                                       ",126,66,110,13,32,0.82,94
"
                                        2014-06-09","74
                                       ",115,45,79,14,25,0.66,75
"
                                        2014-06-10","53
                                       ",65,32,54,10,23,0.59,55
"
                                        2014-06-11","77
                                       ",110,53,87,17,33,0.63,81
"
                                        2014-06-12","113
                                       ",152,84,145,27,51,0.92,103
"
                                        2014-06-13","119
                                       ",136,71,120,18,41,0.79,121
"
                                        2014-06-14","138
                                       ",153,96,165,22,50,0.91,148
"
                                        2014-06-15","135
                                       ",150,84,143,26,47,0.86,102
"
                                        2014-06-16","71
                                       ",68,42,87,12,34,0.68,71
"
                                        2014-06-17","60
                                       ",67,42,58,4,41,1.24,39
"
                                        2014-06-18","100
                                       ",149,70,101,10,36,1.01,76
"
                                        2014-06-19","91
                                       ",143,54,98,19,41,0.79,89
"
                                        2014-06-20","45
                                       ",53,24,45,5,37,0.80,36
"
                                        2014-06-21","40
                                       ",35,25,34,3,35,0.75,36
"
                                        2014-06-22","42
                                       ",44,24,38,7,30,0.53,62
"
                                        2014-06-23","63
                                       ",79,43,71,12,42,0.63,49
"
                                        2014-06-24","64
                                       ",86,39,70,9,41,0.71,50
"
                                        2014-06-25","57
                                       ",84,37,62,7,42,0.63,48
"
                                        2014-06-26","72
                                       ",119,49,90,7,57,0.87,18
"
                                        2014-06-27","60
                                       ",96,42,55,8,55,0.95,26
"
                                        2014-06-28","71
                                       ",99,51,78,11,49,0.75,44
"
                                        2014-06-29","71
                                       ",105,49,82,9,46,0.80,41
"
                                        2014-06-30","81
                                       ",110,59,83,7,57,0.85,34
"
                                        2014-07-01","95
                                       ",123,70,106,9,54,1.26,48
"
                                        2014-07-02","80
                                       ",142,57,91,10,48,1.06,19
"
                                        2014-07-03","66
                                       ",77,44,67,8,35,0.90,73
"
                                        2014-07-04","129
                                       ",178,96,130,10,39,1.09,70
"
                                        2014-07-05","78
                                       ",133,55,99,10,44,0.98,36
"
                                        2014-07-06","47
                                       ",43,29,45,6,28,0.92,59
"
                                        2014-07-07","94
                                       ",149,69,102,14,38,0.98,94
"
                                        2014-07-08","79
                                       ",111,56,83,9,27,0.65,103
"
                                        2014-07-09","68
                                       ",101,47,79,8,27,0.74,69
"
                                        2014-07-10","102
                                       ",161,74,124,10,45,1.04,96
"
                                        2014-07-11","99
                                       ",118,73,111,6,36,1.02,83
"
                                        2014-07-12","61
                                       ",86,36,63,6,27,0.71,66
"
                                        2014-07-13","34
                                       ",21,21,26,4,30,0.81,55
"
                                        2014-07-14","53
                                       ",63,25,42,8,26,0.71,94
"
                                        2014-07-15","39
                                       ",39,18,27,6,38,0.66,50
"
                                        2014-07-16","43
                                       ",52,20,43,6,36,0.74,27
"
                                        2014-07-17","60
                                       ",82,28,63,7,33,0.65,67
"
                                        2014-07-18","52
                                       ",64,25,53,10,30,0.54,55
"
                                        2014-07-19","57
                                       ",78,29,61,9,32,0.51,62
"
                                        2014-07-20","94
                                       ",158,55,103,10,40,0.71,85
"
                                        2014-07-21","100
                                       ",179,52,95,11,35,0.65,107
"
                                        2014-07-22","76
                                       ",134,37,70,11,31,0.56,91
"
                                        2014-07-23","52
                                       ",76,25,53,21,25,0.50,55
"
                                        2014-07-24","37
                                       ",20,20,36,7,27,0.53,37
"
                                        2014-07-25","54
                                       ",69,34,56,5,21,0.74,74
"
                                        2014-07-26","126
                                       ",159,87,115,17,37,1.02,76
"
                                        2014-07-27","69
                                       ",75,41,59,7,31,0.78,65
"
                                        2014-07-28","66
                                       ",67,38,63,9,29,0.76,83
"
                                        2014-07-29","63
                                       ",48,28,58,10,29,0.66,79
"
                                        2014-07-30","75
                                       ",127,36,70,14,28,0.62,89
"
                                        2014-07-31","43
                                       ",38,24,41,8,20,0.54,38
"
                                        2014-08-01","27
                                       ",20,15,26,8,22,0.61,24
"
                                        2014-08-02","45
                                       ",51,27,44,6,17,0.69,48
"
                                        2014-08-03","60
                                       ",61,34,62,8,25,0.79,82
"
                                        2014-08-04","95
                                       ",142,58,105,13,38,0.92,93
"
                                        2014-08-05","91
                                       ",160,59,99,12,44,0.94,83
"
                                        2014-08-06","85
                                       ",165,55,87,9,38,0.89,87
"
                                        2014-08-07","84
                                       ",173,54,89,11,41,0.95,86
"
                                        2014-08-09","66
                                       ",132,44,69,10,28,0.90,78
"
                                        2014-08-10","57
                                       ",81,39,56,10,25,0.90,61
"
                                        2014-08-11","88
                                       ",130,64,92,14,46,1.16,58
"
                                        2014-08-12","59
                                       ",90,39,62,10,45,0.77,53
"
                                        2014-08-13","71
                                       ",138,40,73,16,36,0.83,74
"
                                        2014-08-14","40
                                       ",40,27,33,8,30,1.09,45
"
                                        2014-08-15","40
                                       ",23,26,41,9,40,1.07,39
"
                                        2014-08-16","78
                                       ",111,53,81,18,45,1.02,46
"
                                        2014-08-17","38
                                       ",24,25,34,10,28,0.78,56
"
                                        2014-08-18","41
                                       ",36,28,33,8,37,0.99,41
"
                                        2014-08-19","42
                                       ",51,29,30,9,41,0.92,46
"
                                        2014-08-20","40
                                       ",39,26,33,9,40,0.79,45
"
                                        2014-08-21","80
                                       ",91,50,75,12,30,0.84,84
"
                                        2014-08-23","79
                                       ",109,54,96,14,43,0.92,63
"
                                        2014-08-24","63
                                       ",124,40,73,12,30,0.82,62
"
                                        2014-08-25","58
                                       ",74,37,53,10,21,0.89,103
"
                                        2014-08-26","113
                                       ",177,79,107,17,34,1.06,88
"
                                        2014-08-27","62
                                       ",87,41,65,14,40,0.79,71
"
                                        2014-08-28","89
                                       ",159,63,106,19,45,1.02,73
"
                                        2014-08-29","65
                                       ",120,45,64,10,30,0.93,53
"
                                        2014-08-30","95
                                       ",166,70,99,18,37,1.13,80
"
                                        2014-08-31","90
                                       ",168,63,102,23,37,0.86,91
"
                                        2014-09-01","61
                                       ",123,42,61,9,29,0.82,50
"
                                        2014-09-02","54
                                       ",112,34,57,10,31,0.73,39
"
                                        2014-09-03","38
                                       ",44,23,36,7,24,0.70,59
"
                                        2014-09-04","90
                                       ",164,62,88,13,28,0.87,110
"
                                        2014-09-05","148
                                       ",188,101,141,30,46,1.03,116
"
                                        2014-09-06","93
                                       ",138,63,89,16,32,0.85,83
"
                                        2014-09-07","81
                                       ",110,58,87,16,31,0.85,88
"
                                        2014-09-08","83
                                       ",127,58,84,17,30,0.85,78
"
                                        2014-09-09","66
                                       ",104,46,67,11,27,0.83,66
"
                                        2014-09-10","69
                                       ",103,49,69,11,28,0.79,61
"
                                        2014-09-11","61
                                       ",105,39,62,16,33,0.79,61
"
                                        2014-09-12","81
                                       ",179,56,91,22,40,0.98,71
"
                                        2014-09-13","48
                                       ",83,33,40,11,38,1.09,31
"
                                        2014-09-14","50
                                       ",93,29,51,15,37,0.75,44
"
                                        2014-09-15","45
                                       ",65,19,42,13,27,0.58,58
"
                                        2014-09-16","49
                                       ",82,28,50,15,32,0.65,64
"
                                        2014-09-17","81
                                       ",184,46,81,20,37,0.78,80
"
                                        2014-09-18","48
                                       ",78,32,42,10,34,0.64,53
"
                                        2014-09-19","49
                                       ",50,34,36,8,39,0.90,47
"
                                        2014-09-20","73
                                       ",131,49,71,13,37,1.07,77
"
                                        2014-09-21","55
                                       ",76,26,48,13,33,0.56,73
"
                                        2014-09-22","37
                                       ",15,22,35,9,28,0.58,61
"
                                        2014-09-23","25
                                       ",8,10,15,4,23,0.72,41
"
                                        2014-09-24","45
                                       ",35,28,50,8,26,0.73,54
"
                                        2014-09-25","95
                                       ",142,70,113,25,55,0.96,63
"
                                        2014-09-26","102
                                       ",141,75,113,31,53,0.86,76
"
                                        2014-09-27","107
                                       ",137,74,113,16,40,0.93,93
"
                                        2014-09-28","93
                                       ",145,63,103,18,41,0.87,70
"
                                        2014-09-29","74
                                       ",150,53,89,12,37,1.00,49
"
                                        2014-09-30","49
                                       ",88,30,50,9,29,0.74,49
"
                                        2014-10-01","56
                                       ",74,33,62,18,37,0.56,61
"
                                        2014-10-02","74
                                       ",102,53,84,16,37,0.81,62
"
                                        2014-10-03","96
                                       ",153,67,101,18,33,0.93,94
"
                                        2014-10-04","62
                                       ",91,33,65,19,33,0.53,84
"
                                        2014-10-05","67
                                       ",84,42,81,17,34,0.70,94
"
                                        2014-10-06","96
                                       ",160,69,105,21,37,0.91,101
"
                                        2014-10-07","81
                                       ",80,54,86,19,43,0.76,89
"
                                        2014-10-08","61
                                       ",29,36,60,20,38,0.58,80
"
                                        2014-10-09","63
                                       ",45,38,62,21,38,0.58,86
"
                                        2014-10-10","72
                                       ",69,50,82,20,45,0.70,69
"
                                        2014-10-11","75
                                       ",82,50,80,17,34,0.70,84
"
                                        2014-10-12","67
                                       ",106,35,76,12,22,0.60,104
"
                                        2014-10-13","66
                                       ",104,35,80,11,20,0.62,89
"
                                        2014-10-14","79
                                       ",84,53,104,27,36,0.84,86
"
                                        2014-10-15","111
                                       ",92,81,137,28,61,0.98,79
"
                                        2014-10-16","125
                                       ",142,93,166,31,75,1.10,71
"
                                        2014-10-17","158
                                       ",171,112,167,39,53,1.08,114
"
                                        2014-10-18","81
                                       ",58,51,107,33,51,0.82,63
"
                                        2014-10-19","70
                                       ",79,42,86,23,48,0.80,65
"
                                        2014-10-20","91
                                       ",101,66,116,23,57,1.02,55
"
                                        2014-10-21","112
                                       ",146,83,124,18,53,1.17,48
"
                                        2014-10-22","89
                                       ",98,66,94,14,36,1.04,84
"
                                        2014-10-23","129
                                       ",140,97,139,21,65,1.17,57
"
                                        2014-10-24","97
                                       ",89,68,112,21,60,0.94,66
"
                                        2014-10-25","92
                                       ",96,66,116,23,68,1.02,56
"
                                        2014-10-26","99
                                       ",103,73,128,17,65,1.13,63
"
                                        2014-10-27","125
                                       ",168,92,136,20,61,1.05,55
